"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","1 + 3","
        单元测试除法运算，预期无限循环
        :param div_ic_data:商为无限循环的除法参数化数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","string / 9999999999","
        单元测试加法运算，预期异常
        :param div_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","2 + 80","
        单元测试除法运算，预期正常
        :param div_success_data:除法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","0 + 0","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","% + 0.1","
        单元测试加法运算，预期异常
        :param add_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","-22 + -33","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","0 + -99","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","98 + 2","
        单元测试除法运算，预期正常
        :param div_success_data:除法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","% / 0.1","
        单元测试加法运算，预期异常
        :param div_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","0 + @","
        单元测试加法运算，预期异常
        :param add_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","9.8001 + -9.8","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","0 + 99","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","0 + 1","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","0 / @","
        单元测试加法运算，预期异常
        :param div_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","99.9 + -99.9","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","-0.2 + string","
        单元测试加法运算，预期异常
        :param add_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","9.8001 + 8.9002","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","-2 /  ","
        单元测试加法运算，预期异常
        :param div_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","  / 2","
        单元测试加法运算，预期异常
        :param div_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","1 + 6","
        单元测试除法运算，预期无限循环
        :param div_ic_data:商为无限循环的除法参数化数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","0 + 99","
        单元测试除法运算，预期正常
        :param div_success_data:除法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","-2 +  ","
        单元测试加法运算，预期异常
        :param add_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","98 + 98","
        单元测试除法运算，预期正常
        :param div_success_data:除法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","99 / 0","
        单元测试加法运算，预期异常
        :param div_zero_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","2 + -80","
        单元测试除法运算，预期正常
        :param div_success_data:除法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","-9.8001 + 9.8","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","-0.2 / string","
        单元测试加法运算，预期异常
        :param div_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","99 + 0","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","1","testing","test_calculator","TestCalculator","","","9999999999 + 9999999998","
        单元测试加法运算，预期正常
        :param add_success_data:加法的参数化正常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
"passed","Tue Jun 22 22:43:44 CST 2021","Tue Jun 22 22:43:44 CST 2021","0","testing","test_calculator","TestCalculator","","","string + 9999999999","
        单元测试加法运算，预期异常
        :param add_fail_data:加法的参数化异常数据
        :param setup_class: 实例化计算器代码
        :return: 断言结果
        "
